age,workclass,fnlgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary,label,predicted_score,predicted_label,type
39,Private,343476,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K,0,0.0007798802,0,TN
73,Self-emp-not-inc,161251,HS-grad,Widowed,Craft-repair,Not-in-family,White,Male,0,0,24,United-States,<=50K,0,0.00806145,0,TN
48,Local-gov,121622,Masters,Never-married,Prof-specialty,Unmarried,White,Female,0,1380,40,United-States,<=50K,0,0.002099843,0,TN
46,Self-emp-inc,201865,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K,1,0.98496777,1,TP
51,Private,172281,Bachelors,Separated,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.105756454,0,TN
66,,357750,11th,Widowed,,Not-in-family,Black,Female,0,0,40,United-States,<=50K,0,9.752611e-06,0,TN
27,Private,179565,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,37,United-States,<=50K,0,0.0004965653,0,TN
59,Private,322691,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,1,0.96781445,1,TP
53,Private,137192,Bachelors,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,0,0,50,United-States,<=50K,0,0.88173074,1,FP
57,Private,141570,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1977,40,United-States,>50K,1,0.9997768,1,TP
25,Private,367306,Some-college,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K,0,0.00091566,0,TN
33,Private,116508,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0.10580688,0,TN
41,Private,198196,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0,0.2985944,0,TN
46,Private,164682,Assoc-voc,Separated,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.006771072,0,TN
38,Private,252662,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.3221434,0,TN
48,Private,120131,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,70,United-States,>50K,1,0.54705703,1,TP
37,Local-gov,102936,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,0,0,55,United-States,<=50K,0,0.025321266,0,TN
64,Self-emp-not-inc,159938,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,2635,0,24,Italy,<=50K,0,5.8267644e-05,0,TN
24,Self-emp-not-inc,172047,Assoc-acdm,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,0,0.0008037711,0,TN
74,Private,54732,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,>50K,1,0.055810273,0,FN
45,Local-gov,215862,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,45,United-States,>50K,1,1.0,1,TP
34,Private,245378,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,0,0.6288096,1,FP
47,Private,137354,Some-college,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,0,0.030767772,0,TN
38,Private,154641,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0.44781545,0,TN
45,State-gov,154117,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,0,0,38,United-States,>50K,1,0.009856802,0,FN
35,Private,223514,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K,0,0.7093317,1,FP
20,,371089,HS-grad,Never-married,,Own-child,White,Female,0,0,40,United-States,<=50K,0,5.576311e-07,0,TN
37,Private,220585,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.005290819,0,TN
25,Private,156334,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0,0.026092602,0,TN
19,Private,235909,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K,0,9.798905e-07,0,TN
28,State-gov,78356,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,Jamaica,<=50K,0,0.80673975,1,FP
18,,172214,HS-grad,Never-married,,Own-child,Black,Female,0,0,20,United-States,<=50K,0,3.6612655e-09,0,TN
37,Private,183345,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K,0,0.1108473,0,TN
66,State-gov,41506,10th,Divorced,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K,0,3.387183e-06,0,TN
49,Private,33673,12th,Never-married,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,0,0,35,United-States,<=50K,0,0.0012092683,0,TN
31,Private,187203,HS-grad,Never-married,Sales,Other-relative,White,Male,0,0,40,United-States,<=50K,0,0.000745171,0,TN
46,Private,308334,1st-4th,Widowed,Other-service,Unmarried,Other,Female,0,0,30,Mexico,<=50K,0,3.6606223e-06,0,TN
30,Federal-gov,49593,Prof-school,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K,0,0.0009181197,0,TN
53,Private,146378,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0.18622574,0,TN
26,Private,365289,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.00032227943,0,TN
47,Private,197836,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K,0,0.3458502,0,TN
65,,299494,11th,Married-civ-spouse,,Husband,White,Male,1797,0,40,United-States,<=50K,0,9.882402e-06,0,TN
19,,230874,Some-college,Never-married,,Own-child,White,Female,0,0,40,United-States,<=50K,0,1.0389368e-05,0,TN
38,Self-emp-not-inc,129573,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K,1,0.30317017,0,FN
37,Private,329026,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,1,0.13540016,0,FN
33,Private,69251,Assoc-voc,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K,0,0.0003099665,0,TN
42,Private,184105,Some-college,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,28,United-States,<=50K,0,9.09009e-05,0,TN
25,Private,177499,Bachelors,Never-married,Craft-repair,Own-child,White,Male,0,1590,35,United-States,<=50K,0,0.00096944015,0,TN
31,Private,265706,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K,1,0.9998895,1,TP
46,Private,171199,Bachelors,Divorced,Machine-op-inspct,Unmarried,Other,Female,0,0,40,Puerto-Rico,<=50K,0,0.00058044016,0,TN
24,Private,196332,HS-grad,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K,0,8.7757115e-07,0,TN
29,Private,106179,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,Canada,<=50K,0,0.000116231146,0,TN
50,Private,196963,7th-8th,Divorced,Craft-repair,Not-in-family,White,Female,0,0,30,United-States,<=50K,0,6.780283e-05,0,TN
41,State-gov,106900,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,60,United-States,>50K,1,0.999928,1,TP
28,Private,161674,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0.0005978323,0,TN
43,Private,131899,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1,0.6439186,1,TP
26,Private,219815,Some-college,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0,9.577864e-05,0,TN
57,Private,130714,1st-4th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,22,United-States,<=50K,0,0.0006083275,0,TN
25,Local-gov,112835,Masters,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.00061588734,0,TN
49,Private,110015,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Greece,<=50K,0,0.15230918,0,TN
28,Private,340408,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,0,0,46,United-States,<=50K,0,0.006372136,0,TN
22,Private,137591,Some-college,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K,0,0.0015865406,0,TN
37,Private,178948,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K,0,0.15885517,0,TN
23,Private,440456,Bachelors,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,9.933927e-05,0,TN
57,Self-emp-not-inc,25124,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,<=50K,0,0.008212163,0,TN
47,Private,329144,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,4386,0,45,United-States,>50K,1,0.996711,1,TP
35,Self-emp-not-inc,37778,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,3103,0,55,United-States,<=50K,0,0.45885494,0,TN
26,Private,159732,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,52,United-States,<=50K,0,0.030226678,0,TN
46,Self-emp-not-inc,102308,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,2415,40,United-States,>50K,1,0.9999124,1,TP
31,Private,159187,HS-grad,Divorced,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,0,0.0011909645,0,TN
49,Private,128736,Bachelors,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0.10105597,0,TN
58,Private,371064,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,20,United-States,<=50K,0,0.0004155086,0,TN
58,Private,343957,Bachelors,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K,0,0.92183083,1,FP
28,Private,179949,HS-grad,Divorced,Transport-moving,Unmarried,Black,Female,0,0,20,United-States,<=50K,0,4.5189463e-06,0,TN
41,Private,152529,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K,1,0.48972967,0,FN
63,Private,71800,7th-8th,Widowed,Other-service,Not-in-family,White,Female,0,0,41,United-States,<=50K,0,0.0040514106,0,TN
33,Self-emp-not-inc,125279,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K,0,0.2986976,0,TN
45,Private,37987,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K,0,0.40602753,0,TN
41,State-gov,214985,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0.028370777,0,TN
18,Private,193741,11th,Never-married,Other-service,Other-relative,Black,Male,0,0,30,United-States,<=50K,0,1.2665852e-07,0,TN
39,Local-gov,86551,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,1876,40,United-States,<=50K,0,0.01529063,0,TN
61,Private,96660,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,15024,0,34,United-States,>50K,1,0.9913249,1,TP
39,Private,346478,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K,0,0.23440084,0,TN
22,Private,199555,Some-college,Never-married,Farming-fishing,Own-child,White,Male,0,0,25,United-States,<=50K,0,4.5435263e-06,0,TN
31,Private,123397,HS-grad,Married-civ-spouse,Transport-moving,Wife,White,Female,5178,0,35,United-States,>50K,1,0.9992054,1,TP
46,Local-gov,209057,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,1,0.98124665,1,TP
29,Private,159788,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,80,United-States,<=50K,0,0.04631777,0,TN
26,Private,386585,Some-college,Divorced,Tech-support,Not-in-family,White,Male,0,0,60,United-States,<=50K,0,0.009805548,0,TN
53,Private,194995,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Italy,<=50K,0,0.08205351,0,TN
38,Private,85074,Assoc-acdm,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0.0039065764,0,TN
58,,37591,Bachelors,Widowed,,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0.04442226,0,TN
35,Private,112271,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,0,0.13444507,0,TN
33,Private,1161363,Some-college,Separated,Tech-support,Unmarried,White,Female,0,0,50,Columbia,<=50K,0,7.517556e-05,0,TN
47,Private,84790,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0.186097,0,TN
51,Self-emp-inc,351278,Bachelors,Divorced,Farming-fishing,Unmarried,White,Male,0,0,50,United-States,<=50K,0,0.1831562,0,TN
24,Private,82804,HS-grad,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,40,United-States,<=50K,0,0.00010622538,0,TN
29,Private,253593,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K,0,3.600598e-05,0,TN
43,Private,172364,HS-grad,Separated,Exec-managerial,Not-in-family,White,Female,0,0,48,United-States,<=50K,0,0.048443157,0,TN
51,Private,182314,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,1,0.8487523,1,TP
24,Private,137876,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,<=50K,0,0.0056481557,0,TN
53,Private,211654,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,,>50K,1,0.7658924,1,TP
37,Local-gov,287306,Assoc-acdm,Married-civ-spouse,Prof-specialty,Wife,Black,Female,99999,0,40,,>50K,1,0.99999607,1,TP
21,Private,209955,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,48,United-States,<=50K,0,2.9899018e-05,0,TN
54,Private,138845,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0.02821585,0,TN
21,Private,52753,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,1504,40,United-States,<=50K,0,8.4401996e-05,0,TN
67,,174995,Some-college,Married-civ-spouse,,Husband,White,Male,0,2457,40,United-States,<=50K,0,0.9486007,1,FP
38,Private,208379,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,8,United-States,<=50K,0,0.0020959547,0,TN
17,Private,311907,11th,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K,0,1.2719698e-06,0,TN
59,Private,172071,HS-grad,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,38,Jamaica,<=50K,0,0.13680531,0,TN
