age,workclass,fnlgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary,label,predicted_score,predicted_label,type
28,Private,221215,10th,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,Mexico,<=50K,0,6.323123e-08,0,TN
19,Private,198320,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,45,United-States,<=50K,0,0.0014980949,0,TN
35,Private,379959,HS-grad,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0.00030795878,0,TN
17,Private,53611,12th,Never-married,Other-service,Own-child,White,Female,0,0,6,United-States,<=50K,0,1.1699199e-06,0,TN
28,Local-gov,201099,HS-grad,Never-married,Transport-moving,Own-child,Black,Female,0,0,40,United-States,<=50K,0,5.048736e-09,0,TN
49,Federal-gov,128990,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,1,0.7256604,1,TP
29,Private,24562,Bachelors,Divorced,Other-service,Unmarried,Other,Female,0,0,40,United-States,<=50K,0,1.64805e-05,0,TN
38,Private,48093,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,0,0.06188844,0,TN
39,Private,175232,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,0,0.72922415,1,FP
52,Self-emp-inc,51048,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K,0,0.9522155,1,FP
42,Private,171424,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,7298,0,45,United-States,>50K,1,0.99999917,1,TP
34,Private,117983,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0.00014324443,0,TN
30,Private,87418,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,1,0.8358161,1,TP
58,Private,371064,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,20,United-States,<=50K,0,0.28617123,0,TN
35,Private,292185,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,0,0.89424914,1,FP
18,Local-gov,36411,12th,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,United-States,<=50K,0,4.1864245e-05,0,TN
32,State-gov,147215,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,55,United-States,>50K,1,0.93924916,1,TP
43,Local-gov,247514,Masters,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K,0,0.046571217,0,TN
36,Private,531055,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,48,United-States,>50K,1,0.82624525,1,TP
46,Local-gov,377622,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,0,0.14421329,0,TN
40,Private,188291,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,1,0.8398544,1,TP
27,Private,211570,11th,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,40,United-States,<=50K,0,4.3223295e-07,0,TN
60,Private,185836,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1,0.952647,1,TP
28,Private,356555,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,<=50K,0,0.036565118,0,TN
39,Private,129573,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K,1,0.9655647,1,TP
33,Private,175697,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,>50K,1,0.99999964,1,TP
34,Private,204461,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K,1,0.9991602,1,TP
56,Self-emp-not-inc,144351,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,90,United-States,<=50K,0,0.0042272136,0,TN
44,Private,222703,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,Nicaragua,<=50K,0,0.00020337208,0,TN
46,Private,216999,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,>50K,1,0.9010147,1,TP
32,Federal-gov,454508,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,0,0.42184907,0,TN
38,Private,103925,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,1,0.2372772,0,FN
24,Private,163595,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K,0,1.2852736e-05,0,TN
32,Private,223212,Preschool,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K,0,3.424311e-05,0,TN
37,Private,186191,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,,<=50K,0,0.001805982,0,TN
49,Self-emp-inc,289707,HS-grad,Separated,Other-service,Not-in-family,White,Male,0,0,45,United-States,<=50K,0,0.0033842528,0,TN
57,Private,104272,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0.15421318,0,TN
31,Private,198613,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,<=50K,0,0.010818831,0,TN
37,Private,148581,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K,1,0.17392838,0,FN
47,Private,148995,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,60,United-States,>50K,1,0.9999989,1,TP
60,Private,193235,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,24,United-States,<=50K,0,0.7880869,1,FP
26,Private,164488,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,13550,0,50,United-States,>50K,1,0.9999852,1,TP
31,Private,87950,Assoc-voc,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,0,0.0003462782,0,TN
17,Private,52486,11th,Never-married,Other-service,Own-child,White,Female,0,0,12,United-States,<=50K,0,3.1805223e-05,0,TN
55,Private,144071,11th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,0,0.7501995,1,FP
70,Private,131060,7th-8th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,United-States,<=50K,0,3.112262e-06,0,TN
19,Private,39756,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K,0,2.52259e-05,0,TN
24,Private,508548,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K,0,0.009379803,0,TN
22,Private,167787,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,7.4111454e-06,0,TN
36,Private,187046,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,1,0.490724,0,FN
22,Private,175883,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,0,3.2661137e-06,0,TN
52,Private,175714,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K,1,0.9723852,1,TP
29,Private,176723,Some-college,Never-married,Sales,Unmarried,White,Female,0,0,25,United-States,<=50K,0,0.0003258211,0,TN
44,Private,75012,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,80,United-States,<=50K,0,0.29068628,0,TN
37,Private,138192,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,0,0.12505896,0,TN
48,Private,48885,HS-grad,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K,0,3.3782985e-06,0,TN
29,Local-gov,30069,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,2635,0,40,United-States,<=50K,0,0.0020681992,0,TN
36,Self-emp-not-inc,223789,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,1,0.9640145,1,TP
25,Private,110138,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.00029398577,0,TN
40,Private,34987,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,53,United-States,<=50K,0,0.03381358,0,TN
54,Self-emp-not-inc,121761,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,,<=50K,0,0.15252373,0,TN
48,Private,207982,Some-college,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,0,0.0005451823,0,TN
28,Private,205337,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0,0.0031849218,0,TN
39,Private,117683,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,<=50K,0,0.050877336,0,TN
17,,241021,12th,Never-married,,Own-child,Other,Female,0,0,40,United-States,<=50K,0,2.1668966e-05,0,TN
24,Private,47791,HS-grad,Never-married,Other-service,Unmarried,White,Female,0,0,32,United-States,<=50K,0,0.0055213077,0,TN
62,Self-emp-inc,118725,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Black,Male,20051,0,72,United-States,>50K,1,0.9980368,1,TP
35,Self-emp-inc,64874,Assoc-acdm,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,0,9.61944e-06,0,TN
54,Federal-gov,21698,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0.0009728294,0,TN
25,Private,193787,Some-college,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K,0,0.00019502892,0,TN
24,Self-emp-not-inc,102942,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K,0,5.146503e-05,0,TN
34,Self-emp-not-inc,77209,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,1902,60,United-States,>50K,1,0.9717244,1,TP
32,Private,372692,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0.0021169803,0,TN
30,,101697,Bachelors,Married-civ-spouse,,Wife,White,Female,0,0,20,United-States,<=50K,0,0.04272014,0,TN
50,Local-gov,177705,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1740,48,United-States,<=50K,0,0.00023582038,0,TN
40,Private,799281,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K,0,6.0290415e-05,0,TN
35,Private,152734,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,,<=50K,0,0.0861906,0,TN
48,Local-gov,187969,Masters,Divorced,Prof-specialty,Unmarried,White,Female,0,0,80,United-States,<=50K,0,0.028355686,0,TN
43,Private,124919,HS-grad,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,60,Japan,<=50K,0,0.21195035,0,TN
26,Local-gov,159662,10th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,0,0.0019684453,0,TN
51,Private,234057,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K,1,0.113454305,0,FN
23,,283806,9th,Divorced,,Not-in-family,White,Female,0,0,35,United-States,<=50K,0,3.2734722e-09,0,TN
47,Private,28035,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,1,0.9344021,1,TP
22,Private,148431,HS-grad,Never-married,Adm-clerical,Not-in-family,Other,Female,0,0,40,United-States,<=50K,0,5.237536e-08,0,TN
72,Private,195184,HS-grad,Widowed,Priv-house-serv,Unmarried,White,Female,0,0,12,Cuba,<=50K,0,1.7224213e-05,0,TN
18,Private,130849,11th,Never-married,Other-service,Own-child,White,Female,0,0,8,United-States,<=50K,0,1.5045445e-07,0,TN
37,Private,176014,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,0,0.6467328,1,FP
41,Self-emp-not-inc,443508,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,0,0.5626659,1,FP
40,Private,119225,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,0,0.6882103,1,FP
39,Private,98941,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0.88718814,1,FP
20,Private,151780,Assoc-voc,Never-married,Sales,Not-in-family,Black,Female,0,0,35,United-States,<=50K,0,2.819639e-09,0,TN
38,,212048,Prof-school,Divorced,,Not-in-family,White,Female,0,0,30,United-States,<=50K,0,0.01186112,0,TN
24,Private,196816,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,3908,0,40,United-States,<=50K,0,3.0027197e-06,0,TN
43,State-gov,23157,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,<=50K,0,0.00038921705,0,TN
25,Private,194342,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K,0,3.8387032e-07,0,TN
39,Private,216256,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,Italy,>50K,1,0.8607812,1,TP
61,Private,149653,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,0,0.87683576,1,FP
37,Private,387430,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,37,United-States,<=50K,0,0.062950596,0,TN
33,,216908,10th,Never-married,,Other-relative,White,Male,0,0,40,United-States,<=50K,0,3.5098103e-06,0,TN
33,Private,309350,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,0,0.26200274,0,TN
46,Private,162030,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,0,0,43,United-States,<=50K,0,0.00011934476,0,TN
39,Private,286026,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,1,0.9675889,1,TP
59,Private,214052,5th-6th,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K,0,6.195589e-06,0,TN
51,Private,163052,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K,1,0.045285564,0,FN
30,Private,329425,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0.11032728,0,TN
59,Private,328525,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,2414,0,15,United-States,<=50K,0,0.0001063109,0,TN
32,Private,236543,12th,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,40,Mexico,<=50K,0,0.0002186751,0,TN
22,Private,51362,Bachelors,Never-married,Sales,Not-in-family,White,Female,0,0,16,United-States,<=50K,0,4.505018e-06,0,TN
25,Private,196771,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,65,United-States,<=50K,0,0.0016912394,0,TN
45,Self-emp-not-inc,285335,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,10,United-States,<=50K,0,0.010100503,0,TN
36,Private,54229,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,37,United-States,<=50K,0,0.9413928,1,FP
42,Private,194710,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0.002909109,0,TN
45,Private,34419,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K,1,0.9993272,1,TP
27,Private,152683,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,3908,0,35,United-States,<=50K,0,0.000114065486,0,TN
53,Private,126368,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,>50K,1,0.0002295785,0,FN
45,Private,129371,9th,Separated,Other-service,Unmarried,Other,Female,0,0,40,Trinadad&Tobago,<=50K,0,9.49073e-06,0,TN
25,Private,160261,Some-college,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,40,China,<=50K,0,1.4568283e-05,0,TN
34,Private,136862,1st-4th,Never-married,Other-service,Other-relative,White,Female,0,0,40,Guatemala,<=50K,0,9.365876e-06,0,TN
55,Private,83401,5th-6th,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0.00051370915,0,TN
25,Private,124111,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,0,0.0036446983,0,TN
18,Private,92008,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Female,0,0,28,United-States,<=50K,0,4.496921e-07,0,TN
55,Private,92215,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K,0,0.01594083,0,TN
37,Private,184498,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0,0.058354158,0,TN
43,Private,85995,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K,0,0.060155746,0,TN
41,Private,225193,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,0,0.031786934,0,TN
46,Private,471990,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,46,United-States,>50K,1,0.015872868,0,FN
46,Private,169042,10th,Never-married,Other-service,Not-in-family,White,Female,0,0,25,Ecuador,<=50K,0,6.0921295e-05,0,TN
36,Private,408229,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,32,United-States,<=50K,0,0.20440663,0,TN
26,Private,226196,HS-grad,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,0,2.3223065e-07,0,TN
43,Private,190403,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,0,0.7852634,1,FP
29,Self-emp-not-inc,164607,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0.096384995,0,TN
48,Private,182313,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,0,0.03385778,0,TN
23,Private,157127,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K,0,1.4620128e-05,0,TN
56,Private,87584,HS-grad,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,0,1.900701e-05,0,TN
45,Self-emp-inc,142719,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,0,0.97205895,1,FP
54,Private,249322,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,7688,0,50,United-States,>50K,1,0.99999464,1,TP
53,Private,127117,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0,0.09593796,0,TN
70,Self-emp-not-inc,139889,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,2653,0,70,United-States,<=50K,0,3.4565956e-06,0,TN
36,Self-emp-inc,27408,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K,0,0.3891989,0,TN
49,Local-gov,173584,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K,0,0.21856606,0,TN
